text,score
"Does Donnie know Treason is still a capital offense, nah turnip truck trump and his acolytes know jack, and proves it with every inane and insane  tweet......",0.5942028986
"Personally,I think both Murkowski and Sullivan need to go away.",0.7
"Suck it buttercup.  I am a proud Canadian,  for 5o years with unusual first name where varioues expressions were experienced.  Interestingly enough I found them rarher humorous. The fact that I am reading this experiance In Globe, I feel sorry for our mdical system. You need some serioues therapy.",0.8
The collective ignorance of this country is astounding! Our education system has failed. I can't understand why we now fall behind most western countries in a variety of categories. The movie Idiocracy is becoming reality.,0.5
"the only reason for this is sexist horse poop!  No, horse poop is author's lack of reasoning and unmasked misandry.",0.5
So much for the smug progressives who claimed Canadians superior to Americans.  Turns out your just as insane.,0.5308641975
"That is not only disgusting but so BEYOND DISRESPECTFUL!!  I do NOT FIND ANYTHING FUNNY or amusing about this at all!  Those so called nurses SHOULD BE FIRED!!!  His family has just lost their loved one, and these idiots disrespect him and his family like that.....",0.8
Just another punk coward with a gun. Disgusting.,0.7931034483
What I can't believe is how the 32 Billionaires/owner got it so wrong. Players come and go every year but a fan/supporter is for life and when you lose your bankroll/fan you will go out of business. Good luck NFL.,0.2
Everything the Liberals touch turns to garbage.,0.7692307692
This is a welcome development. For once the popular will benefits from the PM's incompetence.,0.4
"The media is worried, because he doesn't cower and run like other politicians do. They cant control the agenda and it's driving them crazy.",0.0
How does a tax on imports from Mexico make Mexico pay for a  wall|?  The American importer will have to pay this tax not Mexico. He will  pass that on to American consumers. Americans will end up paying twice for Trump's wall!,0.2
"Okay...  F off, Kevin.",0.5
You shouldn't give these people a platform to spew their stupidity,0.8358208955
Why is he in Canada should he not be a free man and go back to the middle east perhaps they will have more rewards for him as a terrorist,0.5
"Time to start taxing the Catholic Church, these priests and bishops live off of the fat of the land and pay for none of it.  No wonder they are so skewed.",0.6
"Bless his heart, perhaps Mr Bernstein is the doddering old fool?  A man who lived in the shadow of Mr Woodward and still bitter?  I call that psychological negative projection.   I tend to ignore his outburst.",0.7
well that's rather disturbing,0.2
"WoW! is she hitching her wagon to the wrong horse.  Admittedly my crowd (+65, WASPs) are no longer the voice of Canada, but it was almost impossible for us to find anyone, of any generation, that thought that The Donald was a good fit for POTUS.",0.1666666667
They all need to be fired !!!! And the owners of the slaves need to be penniless !!,0.4259259259
I agree with the decision to compensate Omar Khadr. There is such a thing as the rule of law and the Canadian government violated it every which way when it dealt with this Canadian citizen.,0.0
"In Carl Bernstein's world, anybody who beats you at your own game is malignant.",0.0
"Trump is representing the 64 million American voters who elected him.  He can't get anything done because the media and the Democrats are clinging to their communist ideology.  Resist. Resist. Resist.  Dems have taken the U.S. into the tank.  They are liars and criminals, yet to be convicted.    Just wait.",0.5
Oh BOO HOO!,0.0
Wow! Just wow! Thanks Hillary for confirming you are the real nut job America thinks you are.,0.5
Stay the course Mr. President.  The media did not make you and they can not tear you down no matter how much they lie.  Not one shred of evidence of collusion has surfaced.  Every gotcha moment these hacks come up with boomerangs and comes back on the democRATs.  #draintheswamp #maga,0.0
Terrorist of any age nationality or religion are owed NOTHING more than three squares and a cell with bars for the rest of thier excuse filled lives.,0.1666666667
"This guy is a Muslim and they have no respect for women, this has happened in Fredericton too, a rape and getting away with it, how stupid can the judge be.  Taking advantage of women who have been drinking this is absolutely wrong.  Go get him give him his punishment.",0.9382716049
"By voting Liberal over and over, provincially and now federally, expecting different results from their Liberal governments, Canada as a whole is approaching the definition of mass insanity.",0.3
Putin's troll brigades hard at work.,0.0
It seems the current PM is no financial guru unfortunately unlike Harper and Flaherty. Justin seems to be a feckless Waldo at this time lost in the sunny ways of the|Bahamas.,0.2
"Yawn, MSM is dead. POTUS exposed them for what they are, liberal water carriers and sore losers.",0.6125
Bernstein can kiss my a**.  I support trump!!!,0.7
"Ellen Weintraub can go to hell, and the sooner she is packed off to that particular place, the better.",0.725
A bunch of wealthy leftist radicals that should be ignored and kicked to the curb.,0.5
Mr. Trudeau.  Cut the deficit and cancel the crap and trade bs.  There.  Tour over.  And stop letting Butts run the show and destroy Canada in the same way he ruined  Ont.,0.675
It's not a bribe. It's a gratuity. Like you give to waiters and bartenders!,0.0
this old fool. thinks he wants to bring down another president. the press was unfair to Trump from day one. he was never getting  a FAIR shake. did you MR B. the stats prove it.,0.6911764706
"Obama you are a Muslim, a shitty one thou. Cry baby democrat, your acting like Hitler.",0.8
The NFL is not going to support Trump and his angry xenophobic supporters.   I used to think that we were headed to a post racial society. Now I am more skeptical. Both white and black people are prone to accepting racist beliefs.,0.4
Too many posters here seem to be ok with a sexual predator with a history of complaints by other female passengers being loosed on us and other people's daughters.  Very little of the concern on this thread is for the victim at all and much relief for the predatory cabbie.,0.2
"Trudeau, proving once again he is unfit to lead. Just not ready.",0.0
"Scheer should be happy that Ritz will soon be gone - the guy was an embarrassment when he was Agriculture Minister, particularly in his handling of food inspections and the Maple Leaf listeria crisis.",0.5
"Hi Stephen...sorry, it is hard to understand your logic: first you screw up our country, Canada. Then you become a puppy of the USA. And now you are telling us what to do and how to do it.",0.0
"There are 2 issues (probably more).  But these 2 - did we owe him an apology? and did we owe him 10.5 million.  Yes, to the first - laws after all.  But the 10.5  - no.",0.0
"F Bernstein, We will kick your ass too  you lying corrupt FAKE NEWS TRAITORS",0.9758865248
"If Harper really was past his sell-by date and stupid in trying to get elected for a fourth time then surely Marc Garneau would have been better than this idiot, who may well destroy Canada before he is thrown out.",0.8550724638
"As we have been clear, fundraising entente are partisan functions were no official business is discussed. Seriously? When a government or Liberal party spokesman begins with the word clear, we know that deception and lies will follow.",0.4
"Pena Nieto may have currently have a low approval rating... but it is still higher than Trump's is, especially considering how far Trump's popularity has slid since winning the election.",0.1666666667
"If only Trudeau had a pair, we might have faith in his ability to represent Canada in the Trump era.",0.0
Bernstein is an idiot; These people cannot understand why Trump won.  They need to go out to pasture and let Conservatives who love this country take over.,0.875
Crazy old Man Yells at Clouds,0.1666666667
"Quite simply, no. Also, the author is nuts.",0.6911764706
Maybe she could try taping her mouth shut (that'll take a lot of tape) then holding both nostrils for say 15-20 minutes and see what that does.  If that doesn't help let somebody else do it for her.,0.5
At this point just about anyone would be better than trudeau.,0.0
"Boucher is now Rand's bitch, he owns him!",0.8727272727
"Wow.  You mean just because the players, some coaches and owners tell the fans 'go screw yourselves and your racist country' before every game, some people are upset!!? Gee, I wonder why?",0.296875
"When it comes to comparing Harper to Trudeau, I'd go for Harper every times.  It's like comparing an economist to a drama teacher.",0.0
Why would fear of an axe wielding homosexual make me a homophobe anymore than a sword wielding radical islamist make me a islamophobe?,0.5789473684
One wishes that widow success.,0.0
"When did billionaires stop being elites?   Moreover,when did pediatric surgeons stop being elites? Billionaires and surgeons are hardly the common masses.",0.0
What about your other 2 losses?,0.0
I find the plea to be rediculous. Republicans don't get a pass simply because they want to launch a war. I say send the Moron's army hither forth and see if it can prevent 22 million causualties.,0.7
Dirty rotten liar. Give me back my vote.,0.8181818182
"Fox News has changed American politics? You mean because it doesn't carry a message that promotes change and instead reports facts? It doesn't push the progressive message of diversity, open borders and intolerance therefore it is changing politics? The truth is a terrible thing to waste.",0.0
Democrat Party = ORGANIZED CRIME ... !!!!,0.5
"Her diatribe makes me wonder if it's her Body Double, again",0.0
It's a good thing Tubby Harper is gone. Canada would have been Trump's lap dog under Harper.,0.5
Terrible journalism and complete fear mongering. http://www.popularmechanics.com/military/weapons/a25883/north-korea-cant-kill-ninety-percent-of-americans/,0.0
can we do away with this person?,0.5
Chris Matthews took only 7 months to the day of the election to come to this conclusion.  Good thing we have the media to explain things to us.,0.0
Wow I'm really upset that a bunch of millionaires are protesting. My life must suck that bad. I guess I will complain to every mouthbreather that's willing to listen.,0.34375
"Isn't it ironic, and very sad, that the vast majority of those commenting here who say that they served their Country haven't got the FIRST clue what Constitutional Rights and Freedom of Speech are all about?   Does serving your county make you a Fascist?",0.0
That woman must be brain dead. Canada should barr Trump from ever entering Canada.,0.6515151515
90% is awfully steep isn't it?,0.0
#NFL favorable ratings are down to 44%  .@realDonaldTrump's ratings are at 46%  Trump is doing better than the NFL,0.0
This is NOT a Political decision but LEGAL one.  It was actually made worse by Harper's Political assertions than by Trudeau's legal conclusion.,0.0
There is no defending stupid...,0.8382352941
"I guess the little shit Bernstein is perfectly comfortable with fake news.   Clearly, he hates the idea that a president is going to call out the Democrat Party media when they lie",0.7857142857
If this is about getting investors to invest money in Canada and Canadians then why Mr Trudeau are they attending and paying to attend a Liberal fundraiser?  How stupid do you think Canadians are JT?,0.725
"These guys cannot even marginally fathom, they're bowing to Marxist Feminism, it's WAY OVER their heads.  They even speak as a collective, arm in arm, solidarity, the working class against the elites... oh wait, they are the elites!  Oomph.",0.6
"www.washingtonpost.com/news/josh-rogin/wp/2017/01/26/the-state-departments-entire-senior-management-team-just-resigned  The State Department’s entire senior management team just resigned  LOL you just need twitter for your diplomacy, nothing else. Save money ...",0.0
"Mr. Bernstein you one trick pony. Shut it. You have nothing between your ears. You only investigate conservatives and Republicans. You do not report on the wrong doings of  Democrats such as Hillary, Obama,Bubba Bill Clinton,Comey,Lynch,Soros,Sanders and his wife,McCain,Graham,Ryan,McConnell,Ellison,Pelosi,Feinstein,Harry Reid,Cummings,Waters,Jesse Jackson,Al Sharpton,Meeks,Rangel,Huma Abedin,Anthony Weiner,Boxer,Rubio,Jason Chaffetz, and many many more.",0.0
I don't understand why a guy who will be checking out soon won't let go. Just a media whore. Go take care of your family.  We don't need you.,0.7
"In 2016 she shat herself, had a seuzure, lurched about like a drunken retard, then was tossed into a black van like a 300 lb side of beef. Sick? Drunk? Likely  both.",0.5
Where are the protest against countries with limited or no women's rights? Saudi Arabia? Pakistan? Anyone? Why isn't Gloria Stinem not leading them through the streets of Riyadh?,0.0
"So what's new? The pathological Trump-hating  leftist 'news' media continues to front page report self-serving rumors, theories, and lies as fact in order to support their crumbling PC besotted narrative. When debunked the retractions are on page 12, if acknowledged at all. Pathetic. GO TRUMP, MAGA!",0.6
when you have a naive population and a political party with an agenda M103 is very dangerous. this motion will only create more mistrust and hate towards Islam and you would be foolish to think otherwise.,0.6
"Instead of spewing ignorant blather guaranteed to appeal to the lowest common denominator among us, the Conservatives might try explaining to Canadians about the consequences of the 2010 Supreme Court ruling that probably ensured the $20 million dollar lawsuit filed by Khadr's legal team would succeed.",0.6
What a lying piece of SH_T!,0.7580645161
here is the disconnect.. we fought the afghans and the talib and then let people who hold similar views immigrate - to the point that we are letting burqas and niqabs become part of our new normalcy... why were we fighting again?,0.0
"And perhaps we should destroy all the Buddha statues as well.  Oh wait, that's the Taliban.",0.4929577465
10.5 million paid to a terrorist. Pathetic and hard to believe. What are you thinking Trudeau??,0.5909090909
Are left leaning Canadians really that daft to think that Trump will tolerate Trudeau for the briefest of moments when he shows his ignorance in business 101? Let's just hope he doesn't try one of his clever declarations like budgets will balance themselves. This is going to be so embarrassing.,0.4
"Your problem is in the terminology: these folks aren't being persecuted, they are being ridiculed. There is nothing wrong with ridiculing the ridiculous.",0.6184210526
"Ya right junior, Canadians were not born yesterday.",0.0
"He's so bulgy, like a moose!",0.0
trump is the weakest and worst ever.,0.5285714286
Those crossing eyes are just insane.  What is wrong with her?,0.6
Good for Bishop McElroy!,0.0
"In a couple of weeks the Russia hacked the election idiots will all be out of work (I hope), and we won't have to listen to their pathetic whining.",0.8552631579
Hi! I'm Justin. Can Baron come out to play?,0.0
"someone should wait in the bushes next time that guy is mowing his lawn, i hope they break more than just his ribs.",0.5
I have said it before and I'll say it again....I am so out of here if Trump wins;I am moving to uh...Muldoon or Airport Heights.,0.0
The only thing more pathetic than this excuse is the people who support it.,0.6111111111
"as a direct response to President Donald Trump’s comments that NFL owners should fire “son of a bitch” protesters. Trump never said mentioned plural protesters. He said, Wouldn't it be great if a owner said, Fire THAT SOB! Meaning one person.",0.8076923077
"If Mike Harris was to run, I am all in - he was the best ontaro ever had - oleary is a ass-ole and should stick to being just that on dragons den",0.525
So the problem is....?,0.0
Stop killing pitbulls! Kill the ban instead!,0.5
"Hey old fart, you losers have always been fake news.   You are the enemy of the American People.",0.671875
Yet another meaningless red line ....,0.0
One hit wonder Bernstein. Who cares what he says.,0.3
"McCain is THE #1 LOSER!!!  Hope he stays in Europe---don't come back, I promise I won't miss you!!!",0.578125
DEMOC RAT FILTH ARE THE WORST KIND OF EVIL..THEY WILL STOP AT NOTHING TO DESTROY AMERICA AND ANYONE WHO DOES NOT THINK LIKE A LIBTARD,0.5375
"Trudeau, you terrorist sympathizer....",0.6666666667
"The Khadrs are still playing Canadians for suckers. The father is dead but Mommie Dearest is living in Toronto, taking advantage of our generous social benefits while telling anyone who will listen how horrible Canada and Canadians are.",0.6
"White people are dumb, you import third worlders and pander to terrorist scum. No wonder the west is doomed.",0.9444444444
A dumb statement but then you consider the source and just add it to the existing long list,0.5135135135
Does Justin Inhale at these fundraisers?,0.0
"Once upon a time in 2008, McCain no longer wanted to be a senator from Arizona. He wanted to be president. He lost to Obama, and suddenly discovered he still wanted to be a senator. He is a bitter loser and my poster-child for Term Limits nationwide.",0.8333333333
Omar Khadr's parents owed him compensation and an apology for taking him to Afghanistan to be a child soldier. They failed in their duty as parents.,0.0
His carbon tax will have a greater negative effect on the middle class.,0.0
"YOU ARE SO FULL OF SHIT......THE MORE HE ATTACKS PRESS.....,THE MORE I LOVE HIM",0.8448275862
I find it very troubling that this article did not lead with the info in paragraph 11.,0.0
"LoL.  The (D)onkeys will lose this war too.  In fact, the L!BTards should get use to losing. The truth cannot be stopped - anymore!  #MAGA America FIRST!",0.1666666667
"Another deranged, dishonest liberal who can't handle the fact that his side lost (and will lose again).",0.515625
"Poor Bob obviously needs a tampon change. Go expire, you senile old idiot!",0.8965517241
I will agree with the Conservatives on this if they can produce facts that show the Liberals had editorial control over the content of the Rolling Stone feature..,0.0
The problem is most of these players are too stupid to realize what they represent when they don't stand.,0.8392857143
why or why did not someone finish the job in Afghanistan,0.0
"Three whole dozen? From the whole state, eh? Can't swing a dead cat without hitting one? These people are statistically irrelevant.",0.0
Californians make the worst neighbors. Ask any Oregonian.,0.7
"I was wondering and praying for something to kick start another 60's movement, and now we have it. About time.",0.0
Lick balls Ann.,0.6142857143
TRUMP IMORAL ? AFTER CLINTONS AFFAIR IN THE OVAL OFFICE ?,0.7
"All images of the Earth from space are admitted to be computer generated. Not only that, but empirical evidence supports the fixed flat earth.",0.0
Anyone want to invest in my idea for waste removal of dangerous toxic chemicals?  I have the solution to the world's nuclear waste problem:  clear a path to the edge of the flat earth and dump the crap over the edge  - -problem solved.  Contact me:  https://www.youtube.com/watch?v=7IQTcmwRMhE  or www.adc-colorado.com,0.0
Trudeau lacks decency and moral capacity. Unbelievable. I feel revulsion for him and his government  to do such a thing.,0.5
Getting compensated for being a terrorist.Sounds like ISIS.,0.6
"The Tumor wants to get the spotlight, like he's a Dixie Chick in Italy ! Dude you Lost the election and your tumors opinion is only valid in the sawdust between your ears. Go back to grifting and take your handmaiden Lindsay with you.",0.375
"Show us your tits, Justin!  Maybe the media should do more than scream at Justin to take his shirt off.",0.8285714286
The Russia story is dead - any liberals who continue to push it will look even more foolish and idiotic than they already do.,0.8309859155
About 90% of Americans are just pieces of meat with two eyes  (mindless consumers) anyway...,0.8
That kid sure is funny.  The next thing you know he will be trying to put a stop to fracking and spouting all that science nonsense about how it is destroying millions of gallons of groundwater a day that can never be recovered.     .  Sheesh.  Kids.,0.0
Liberals have their paid forum noobs out in full force for this article.,0.3
"What the heck is his problem? The solution is extremely simple. Remove the criminals from office and there will be no budget problems.  Instead, he steals. True colors came out.",0.5
The elephant in the room is the fact that Canada is supporting a non-profit run by a guy with a private island accessed by his own helicopter.  Maybe we should stick to the red cross.,0.0
Seems to me it would be easier to simply go to the fake new site rather than the readers,0.0
Democrat Party = ORGANIZED CRIME ... !!!!!,0.5
"John McCain, please stay in Italy.  We already have our quota of traitors.",0.5
The next federal government will have a huge debt burden from this current fiasco of a government.,0.0
"If the earth were flat, cats would have pushed everything off the edge by now.",0.0
I don't think that any of these pompous asses like Bernstein have any idea of the anger that exists with the so called media as well as the politicians. This is why we have PRESIDENT TRUMP .,0.5540540541
dont bother posting here anymore - bigoted and thin skinned censors working overtime,0.1666666667
Donald J. Trump/Baron/Miller - destroying America's foreign relationships one country at a time.  He 'promised' (I jest) change but is delivering chaos instead.  Lo how the formerly mighty have devolved.,0.0
That hostist  should be fired!,0.4
"I think that since liza and dan both still work for the party whos creed is sexist, racists, homophobic, anti labor, and climate change denying, they too should step down. After all their ignorance is holding us all back. Do the right thing liza and dan, quit now.",0.7
"More treacherous than Nixon?  Yet, the outgoing tyrant called white, christian, conservative a domestic terror threat.  Hey, Berstein, GPS!",0.6
"Interesting. The man that Omar Khadr's haters say he killed as a boy was American Sgt. Chris Speer. Sgt. Speer's commander-in-chief, the president of the USA, has just praised the job Trudeau is doing as spectacular. So if Donald Trump can let it go, maybe you should too.",0.2
McRAT does not Represent America or Conservative Republicans. He is a renegade traitor!  He must be removed.,0.8
Impeach the feckless drama teacher PM.,0.6
I won’t apologize to Omer but certainly never to Harper and the Conservators. The are responsable to destroy Omer Khadr’s life.,0.0
Looks like Trump will have his own Great Wall of China...built alongside Mexico....LOL,0.2
Garbage..Im writing coommrade P in nxt  pres.election though hes detestable to spite the leftists..,0.6184210526
Different sounds good and positive.  How about the news media cuts out echoing the Dimocrat talking points and gets around to reporting the truth?,0.0
